query,Post ID,Post Content,nickname,link
污染; 2017-12-19; 2017-12-22; 21; 30,21,		拖着疲惫的身体，终于抵达住所干燥的肌肤，雾霾的空气 粉尘污染的环境浑身的不舒适感 全部袭来好容易吃下的东西全部吐了出来此次行程遭了不少的罪但，一切都会很值得因为所有的经历，都是成长！			...展开全文c,拥抱小树懒,//weibo.com/1604024162/FAStNFffR?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,22,		转发微博//@混乱博物馆:关注 @混乱博物馆 ，转发下面这条微博，我们将抽出5位幸运观众，分别送出由污染空气制成的「AIR-INK 空气墨水」一瓶，|12月24日晚... @微博抽奖平台 开奖。		,爱吃汤圆的寒鸮,//weibo.com/6174606644/FARH7y22y?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,23,	  【为什么我们看不见空气？】因为空气干净。混乱博物馆... ​	,NA,//weibo.com/6092505446/FAStMcMUI?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,24,		//@混乱博物馆:关注 @混乱博物馆 ，转发下面这条微博，我们将抽出5位幸运观众，分别送出由污染空气制成的「AIR-INK 空气墨水」一瓶，|12月24日晚... @微博抽奖平台 开奖。		,Moon-Hound,//weibo.com/6174606644/FARH7y22y?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,25,	  【为什么我们看不见空气？】因为空气干净。混乱博物馆... ​	,NA,//weibo.com/1851092081/FAStLB8YW?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,26,		发布了头条文章：《咸阳市：彬县，俩洗煤厂污染环境谁来监管？》 |咸阳市：彬... ​		,陕北新闻哥,//weibo.com/2963703682/FAStvnL4s?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,27,#樱花庄的宠物女孩# 看了鸭志田一的just because .想起来了收藏的番剧里面还有一部《樱花庄的宠物女孩》，今天看了几集感觉自己又找到一个非常喜欢的女(lao)主(po)部分画面光污染太严重了，作画整天还好。 |济南·花园... ​		,涓涓心事说给自己听214,//weibo.com/5253739652/FAStv5rWG?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,28,		转发墨水//@混乱博物馆:关注 @混乱博物馆 ，转发下面这条微博，我们将抽出5位幸运观众，分别送出由污染空气制成的「AIR-INK 空气墨水」一瓶，|12月24日晚... @微博抽奖平台 开奖。		,长毛的大白腿,//weibo.com/6174606644/FARH7y22y?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,29,	  【为什么我们看不见空气？】因为空气干净。混乱博物馆... ​	,NA,//weibo.com/2679880717/FAStscdxQ?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,30,		小丑哥【宝宝疫苗接种完毕，应留院观察30分钟左右，若无反应出现再离开】但这不是意味着高枕无忧了，家长还需细心的观察与细致的护理，宝宝接种疫苗后，注意休息，避免剧烈活动，3天内最好不要洗澡；在家注意保护宝宝接种部位，保持清洁，以防污染物进入而引起感染；在家多给宝宝喝开水（除服脊灰糖丸? ​		,我就乄是那只可爱熊呀,//weibo.com/3184423154/FAStqlU7w?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,31,		【最强排毒食物。吃了皮肤瞬间变好】 环境污染、电脑辐射、不良饮食习惯等都有可能导致人体产生各种生理垃圾，毒素长期在体内堆积，则会引发记忆力减退、面色灰黄、便秘、痔疮等系统疾病。因此，如何排毒成为不少女性关注的健康话题。其实在我们常吃的蔬菜中，就有不少具有解毒功效。 ​		,honey燕子lovinglife,//weibo.com/6195980008/FAStq409Y?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,32,		纯正天然农家自产野生椴树峰蜜蜂蜜，黑龙江优质花蜜，纯天然自然成熟蜜，绿色无污染，纯结晶天然好蜜！【赠运费险】 【在售价】72元 【内部价】62元 已经有200个主人把宝贝带回家了 【抢购链接】网页链接 ​		,翡翠联盟蛋面,//weibo.com/2748533197/FAStl3Sma?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,33,#环保普法##1831# 西安人注意！重污染天气蓝色预警来了，做好防护措施哦~（自@西安发布 ）网页链接 ​		,长安卧龙958,//weibo.com/3951545254/FAStjAf4Z?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,34,		//@混乱博物馆:关注 @混乱博物馆 ，转发下面这条微博，我们将抽出5位幸运观众，分别送出由污染空气制成的「AIR-INK 空气墨水」一瓶，|12月24日晚... @微博抽奖平台 开奖。		,Dr_MagicYoung,//weibo.com/6174606644/FARH7y22y?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,35,	  【为什么我们看不见空气？】因为空气干净。混乱博物馆... ​	,NA,//weibo.com/1238890665/FASte0hD6?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,36,		还是有喜欢的东西的，好像很久没有喜欢过。。“你是天真的，纯洁的，玻璃一样的，什么也污染不了，什么也改变不了，阳光透过你都改变了方向。。。” ​		,臭兔兔凹凸曼,//weibo.com/1875404722/FASt57p5D?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,37,#长春热点事#限号开始你今天能回家吗？秸秆和汽车尾气谁更污染？长春传的秒... ​		,赛思腾在线,//weibo.com/5033007544/FASt1eZTN?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,38,#沧州身边事# 【运河区开展餐饮业油烟污染治理专项行动】近日，运河区市场监督管理局针对辖区内餐饮服务单位油烟净化设施安装及使用情况展开全面排查治理，采取全面巡查、筛选重点、综合治理的方法，对辖区所有餐饮单位开展拉网式排查，下达要求餐饮商户及时清洗抽油烟净化设备通知，对存在问题大的、 ​			...展开全文c,魅力新沧州,//weibo.com/5890772796/FASt10X7z?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,39,"#圣诞季##运动不放假##一段文字,一种心情#【身处3种环境最易致癌】1职业暴露：流行病学研究发现，生产联苯胺染料或甲、乙萘胺的工人膀胱癌多发；从事石棉生产的工人支气管肺癌多发；从事X线工作的人白血病多发；锡矿工人肺癌多发。2室内污染。3化学污染：家用洗涤剂的大量应用所造成的化学污染，也会增 ​			...展开全文c",信玉山倒,//weibo.com/5064310987/FASt0Dkwe?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,40,		//@混乱博物馆:关注 @混乱博物馆 ，转发下面这条微博，我们将抽出5位幸运观众，分别送出由污染空气制成的「AIR-INK 空气墨水」一瓶，|12月24日晚... @微博抽奖平台 开奖。		,跳跳糖爱跳,//weibo.com/6174606644/FARH7y22y?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,41,	  【为什么我们看不见空气？】因为空气干净。混乱博物馆... ​	,NA,//weibo.com/6269337890/FASsUa1bk?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,42,		我的眼光很高，喜欢的都是纯绿色笨养野生无污染的优良品。		,失眠人的艳遇__可爱多,//weibo.com/1223178222/FzP8P8wsE?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,43,	  你马上要8岁了哟 看我一眼好不好 ​	,NA,//weibo.com/5774268308/FASsTA4Uz?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,44,		//@c酱住在乌鲁克:所以不同意ubw里他是被圣杯污染了的说法，首先他精神力强大到黑泥也无法污染，其次fsf里也说的很清楚，如果受肉了他还是会跳脱旁观者立场，说不定还是会选择ubw这条路。所以不是非常赞同说ubw里的他中二，如果爱他，或许可以试着去解读他做事的动机吧,日向宁晴_,//weibo.com/5605694475/FAShV4u00?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,45,	  关于ubw里的闪的一些想法。不一定对。艾蕾实装后对苏美尔的冥府产生了兴趣，读了一些资料后，印象最深刻的是不同于后来的主流宗教，苏美尔文化中没有明显对来世的描述，冥府有的只是悲哀，孤独与灰尘。灵魂永远地游荡于冥界之间，他们唯一的希望来自于子嗣对自己的献祭。没有此生做好事来世就有福报 ​		...展开全文c,NA,//weibo.com/5605785230/FASsThbSb?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,46,		注意脸部清洁挨近脸部的毛发容易残留洁面泡沫堵塞毛孔；也会沾染灰尘和油脂，在脸上扫来扫去，也会污染面部皮肤。所以要彻底的冲洗干净这些部位，不要让毛发挡住面部。经常被阳光直晒不MAB851仅有紫外线的伤害，也会令汗腺及皮脂腺的分泌活跃，阻塞毛孔，加速发炎。所以一定要作好防晒工作。韵 ​		,安哥家的欧太,//weibo.com/6435180176/FASsPtorG?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,47,		我年纪尚小为何要被黑暗污染呢？ ​		,英雄张大大,//weibo.com/3170523735/FASsOvJmd?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,48,		【映阳】新生儿超软硅胶安抚奶嘴 【优惠券后】 ￥15元 ，推荐理由：通过欧洲SGS认证，不含双酚A，仿真母乳的实感，防止细菌滋生，薄款设计，轻柔手柄，零油墨，无污染，宝宝哭闹，妈妈少烦恼！ ， 粉丝内部优惠券：网页链接 ，㊣㊣㊣ 亲，【你有优惠券未领取：www.youhuixin.com】 ​		,不闻不问不痛不痒不知不觉,//weibo.com/2382502123/FASsIlocV?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,49,//@山东环境:#秋冬季大气污染综合治理攻坚行动# #环保在行动#,孤独求单,//weibo.com/3460096640/FAS0nFnUA?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,50,	  省厅大气污染强化督导组到莒县城阳街道检查工作 ​	,NA,//weibo.com/5025985278/FASsEuwF1?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,51,"#电影妖猫传##运动不放假##一段文字,一种心情#【神农溪】神农溪是湖北巴东长江北岸的一条常流性溪流，发源于“华中第一峰”神农架的南坡，由南向北穿行于深山峡谷中，于巫峡口东2000米处汇入长江，全长60公里，是无污染的天然之流，溪水碧澈，一清到底，除""三色泉""外，几乎见不到一缕混水； ​		",小楼深巷狂游遍,//weibo.com/5065523210/FASsB0GoF?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,52,		万恶的金钱社会，你又污染了我。 ​		,只是因为决定了,//weibo.com/1807641962/FASsyCn0Y?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,53,		【成都24日将启动重污染天气橙色预警】|成都24日将... ​		,芷蕾翠彤,//weibo.com/6115399160/FASsvmzAL?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,54,		印度街头美食，手工鲜榨橙汁，纯天然无污染不添加 网页链接 ​		,v1久悦天1v,//weibo.com/1945314705/FASstikD3?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,55,		“民以食为天”，农业的大力发展，离不开农药的全程护航，但是，在农药被广泛的应用的同时，由于农药残留引发的各种疾病日趋严重，人类的生命健康受到了前所未有的威胁。 研究表明，长期食用带有农药残留的水果、蔬菜，人类身体内就会沉积一定量的残留农药，农药可以通过血液循环到达各个神经肌肉的接 ​			...展开全文c,正英检测,//weibo.com/6436734991/FASstgwWL?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,56,		哦呼 //@混乱博物馆:关注 @混乱博物馆 ，转发下面这条微博，我们将抽出5位幸运观众，分别送出由污染空气制成的「AIR-INK 空气墨水」一瓶，|12月24日晚... @微博抽奖平台 开奖。		,锅包肉丶,//weibo.com/6174606644/FARH7y22y?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,57,	  【为什么我们看不见空气？】因为空气干净。混乱博物馆... ​	,NA,//weibo.com/3045152293/FASst0Hw2?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,58,		中国癌症高发，以后还会更严重。食品安全，化学品污染，空气雾霾等等是重要致病因素。		,中医男,//weibo.com/1226134960/FARCt99Sv?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,59,	  2017《中国肿瘤的现状和趋势》报告显示，不论城市还是农村，肿瘤都是中国居民的主要死亡原因。我国男性发病前10位的癌症依次分别是：肺癌、胃癌、肝癌、食管癌、结肠癌、胰腺癌、脑癌、淋巴癌、血癌、前列腺癌；我国女性发病前10位的癌症依次分别是：肺癌、胃癌、食管癌、肝癌、结直肠癌、乳腺癌、 ​		...展开全文c,NA,//weibo.com/5856657025/FASsprnqI?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,60,		【角质层过厚】白天出门，肌肤与室外环境亲密接触。汗水的侵蚀、附着在脸上的粉尘、环境的污染会加重毛孔的负担，同时角质也会变厚、加速老化。如果睡前没有得到彻底清理，不仅会导致整夜排油不畅，还会成为粉刺、暗疮滋生的温床。 ​		,瘦削蝉羽伶,//weibo.com/6416521987/FASsoy3Fg?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,61, 隔离污染，修饰瑕疵，官方旗舰店正品保障，历史最低价，送卸妆水~韩束红润#气垫#CC霜 ¥ 59领卷下单：网页链接还有一万个领券商品，戳：网页链接(๑•̀ㅂ•́)و✧|杭州·银泰... ​		,钜优惠,//weibo.com/5141507608/FASsjeCyR?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,62,		【44.9】联蜂枸杞蜜500g*2瓶 野生宁夏枸杞蜜 取天然蜂巢蜜 蜂蜜瓶土蜂蜜 【真品.精品】野生天然宁夏蜜，采集枸杞花酿造，营养价值丰富，口感天然，无污染添加，润肠通便，提精益肾，补气通元，美容焕肤！野蜂蜜味道浓！---------------【下单方法】：【粉丝福利购】网页链接 ​		,沉睡的米小鼠,//weibo.com/2334405585/FASsec9pW?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,63,		他们为环境污染做出自己的贡献		,金杰e,//weibo.com/5506825031/FANPDFRGq?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,64,#电网头条#【据说电力人都爱玩这种“狼人杀”】这是一个神奇的“狼人杀”游戏，观看时请不要闭眼，以免错过真相……经居民举报，某省某地的空气中总是弥漫着刺鼻的气味，为了找到制造这种气味的“狼人”，游戏马上开始！网页链接（来源：@电网头条） 国网湖北电... ​	,NA,//weibo.com/2654081375/FASscbgzZ?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,65,		啧啧啧//@混乱博物馆:关注 @混乱博物馆 ，转发下面这条微博，我们将抽出5位幸运观众，分别送出由污染空气制成的「AIR-INK 空气墨水」一瓶，|12月24日晚... @微博抽奖平台 开奖。		,无聊不需解释,//weibo.com/6174606644/FARH7y22y?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,66,	  【为什么我们看不见空气？】因为空气干净。混乱博物馆... ​	,NA,//weibo.com/5036416962/FASs6vso9?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,67,#2017我想对你说#【溏心鸡蛋好不好】溏心鸡蛋的口感让很多人着迷，但这种吃法好吗？鸡蛋易受细菌污染，常见的致病菌是沙门氏菌。鸡蛋制品加热到71℃以上后，沙门氏菌基本被剿灭，蛋黄也凝固了，但如果蛋黄处于“溏心”状态，就无法有效灭菌。 ​		,没有昵称1122334455666868,//weibo.com/6420114472/FASs3gfX3?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,68,		邵阳市区红星夜宵一条街的门面基本都关了！油烟、噪音污染将成“历史”,邵阳同城,//weibo.com/2394420684/FAyE8rwu5?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,69,#邵阳身边事# 【邵阳市区红星夜宵一条街的门面基本都关了！油烟、噪音污染将成“历史”】“夜宵店已经关了一大半，现在这里的空气清新多了，大家都特别满意。”12月20日，家住大祥区城南街道红星社区桂苑小区的刘奶奶高兴地说。据悉，截至10月31日，红星夜宵一条街的33家烧烤门店已全部签订《退 ​		...展开全文c,NA,//weibo.com/6068931092/FASs28GZY?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,70,@jy昙小白 暖宝宝 宝宝 网页链接衣服是宝宝的第二层皮肤，采用优质的天然彩棉制作，从种棉到成衣，全程没污染。加厚超萌超可爱的卡通造型，充满童真气息。 ​		,财务forevertd,//weibo.com/6263667778/FASrZb6fX?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,71,		//@混乱博物馆:关注 @混乱博物馆 ，转发下面这条微博，我们将抽出5位幸运观众，分别送出由污染空气制成的「AIR-INK 空气墨水」一瓶，|12月24日晚... @微博抽奖平台 开奖。		,holy亦亦祈,//weibo.com/6174606644/FARH7y22y?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,72,	  【为什么我们看不见空气？】因为空气干净。混乱博物馆... ​	,NA,//weibo.com/6112595542/FASrX5huC?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,73,		🖤pearlosophy•积雪草喷雾☛特别添加Dust mirror base专利：❶隔离空气中的污染🔜灰尘和雾霾）❷轻松快捷瞬间保湿🔜透明质酸）❸镇定舒缓🔜皮肤敏感泛红）️ ​		,-媧島-,//weibo.com/2038966660/FASrVBQdG?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,74,		空气洁净除烟味清新剂25包 【领券后再下单】 ￥15元 ，推荐理由：快速分解烟味异味，安全环保无污染，清新怡人，清洁空气，营造宁静优雅的环境！ ， 粉丝内部优惠券：网页链接 ，㊣㊣㊣ 亲，【淘宝优惠券未领取：www.youhuixin.com】 ​		,还有我爱你灬,//weibo.com/2673815447/FASrU8P6I?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,75,		吃人真的好可怕………我受到了精神污染 完全没法冷静对待后面的解释 不管是什么弄出这种生物就真的………我都要吓哭了 ​		,天台沒有風,//weibo.com/5975451787/FASrM7hbu?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,76,@姑苏公安 【小作坊偷排毒物 昆山9名被告获刑】日前，昆山市法院一审对6起污染环境罪案件进行了集中公开宣判，9名被告人因从事非法电镀、氧化作业，排放含有有毒污染物的废水，严重污染环境，被依法惩处。|小作坊偷排... ​		,虎丘派出所社区警组,//weibo.com/1893380477/FASrH5PpA?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,77,		//@夏冬阳2012:希望抽烟者都能自觉地不去污染环境，不要在狭小和密闭空间里及公共场合吸烟，危害他人身体健康！		,咸阳头条新闻,//weibo.com/1167188971/FARLtj9cc?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,78,	  抽完烟请不要靠近我，宣传画太让人揪心了！最小的肺癌患者才2岁，请不要在有孩子和女士的地方吸烟！二手烟导致中耳炎，扁桃体炎，慢性咽炎，以及各种呼吸系统疾病，呼吸系统就是人的命～二手烟附着在衣服上可以长达二十天～珍惜自己和你的家人！！！请做个文明而自觉的人@夏冬阳2012 @陕西虎牙 @天佑秦 ​		...展开全文c,NA,//weibo.com/3142304257/FASrC6SW7?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,79,		//@混乱博物馆:关注 @混乱博物馆 ，转发下面这条微博，我们将抽出5位幸运观众，分别送出由污染空气制成的「AIR-INK 空气墨水」一瓶，|12月24日晚... @微博抽奖平台 开奖。		,京阿尼的蓝白,//weibo.com/6174606644/FARH7y22y?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,80,	  【为什么我们看不见空气？】因为空气干净。混乱博物馆... ​	,NA,//weibo.com/3345949970/FASrv3jsA?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,81,		【黑头形成原因】油脂堵塞住了洞口，在还未来得及排出洞外之前，与跌落在毛孔中的空气污染、尘屑．残妆混合在一起，经与空气中的二氧化硫“硫化”的结果，形成了又黑又酸又硬的硬块，堵在毛孔的洞口，并且将它逐渐撑大。黑头粉刺多发在额头、鼻梁两侧和下巴。平时多注意清洁哦。 ​		,静逗sir阿,//weibo.com/282619124/FASrigc4Y?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,82,		《世界十大家族家训》个性像白纸，一经污染，便永不能再如以前的洁白。网页链接 ​		,妙缘生,//weibo.com/6104766158/FASrguXl8?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,83,		无美颜，无滤镜，无污染 ​		,骑着单车的小记者,//weibo.com/2798968500/FASrgfcXa?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,84,		如果你能像看别人缺点一样，如此准确般的发现自己的缺点，那么你的生命将会不平凡。学佛第一个观念，永远不去看众生的过错。你看众生的过错，你永远污染你自己，你根本不可能修行。你每天若看见众生的过失和是非，你就要赶快去忏悔，这就是修行。不宽恕众生，不原谅众生，是苦了你自己。 ​			...展开全文c,修心养性空间,//weibo.com/6356960755/FASreaYrp?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,85,		发布了头条文章：《沈阳市将开展 污染源普查》 |沈阳市将开... ​		,pkacc028_tf,//weibo.com/6404774780/FASr17KH5?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,86,		【山东：发布环境空气质量形势预报】 污染过程提示：23日，我省中西部地区可能出现大面积中至重度污染。24日，受冷空气影响，我省自北向南陆续出现污染物小时浓度峰值。25～29日，由于污染传输和不利扩散条件的交替影响，我省中西部地区以轻至中度污染为主。 |山东省环境... ​		,山东环境,//weibo.com/3354394424/FASr0Audk?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 21; 30,87,		握草他大爷，人肉人渣，别污染社会！,K斯图尔特,//weibo.com/1894477791/FARPf5U08?refer_flag=1001030103_
