query,Post ID,Post Content,nickname,link
示威; 2018-02-22; 1; 25,1,		发表了博文《致17死枪击案后，美国上千学生聚集示威》据英国《每日邮报》2月21日报道，上千名学生和家长乘车前往佛罗里达州首府塔拉哈西，举行集会，呼吁议会提交法案，加强枪支管控。据早前报道称，14号，美|致17死枪击... ​		,泰安协和医院秦医生,//weibo.com/6475776069/G4gGx2gNY?refer_flag=1001030103_
示威; 2018-02-22; 1; 25,2,		【韩国人戴安倍面具在日使馆前“谢罪”：我错了】原标题：韩国人戴安倍面具在日使馆前“谢罪”：我错了 当地时间21日，许多韩国群众聚集在首尔钟路区日本大使馆旧址前，举行示威活动，呼吁解决日军性奴隶制度问题|韩国人戴安... ​		,洞见新闻,//weibo.com/6115396783/G4gGvgYI0?refer_flag=1001030103_
示威; 2018-02-22; 1; 25,3,		致17死枪击案后，美国上千学生聚集示威_手机凤凰网 网页链接 ​		,男孩ABC008,//weibo.com/5394341992/G4gxwzVO9?refer_flag=1001030103_
示威; 2018-02-22; 1; 25,4,		13年去韩国的时候就体会到这是一个过度自卑导致自大的民族。任何国家都有阴暗面，对此大家都很坦然，比如旧金山的流浪汉这么多也没见美国辩白什么。韩国不，导游说他们的流浪汉是撒谎的人找不到工作、满大街的示威暴动和警察因为他们是民主国家、人普遍瘦是吃高丽参减肥健康的、古皇宫里地不平是怕反光 ​			...展开全文c,羊小莫,//weibo.com/1279213875/G4gwNmW5E?refer_flag=1001030103_
示威; 2018-02-22; 1; 25,5,		【俄罗斯爆发全国反普京示威 300余人被捕】2018俄罗斯大选将于今年3月18日举行，而反对派领袖纳瓦尼被当局禁止参选。1月28日，纳瓦尼在俄罗斯全国超过100个城市及市镇发起示威，数以千计的俄罗斯人手持标语走上街头。警方随后拘捕纳瓦尼，但目前他已获释。ABC新闻报道称，示威期间还有300余人被捕。 ​			...展开全文c,Kiki柴小青,//weibo.com/6261686058/G4gwruH2t?refer_flag=1001030103_
示威; 2018-02-22; 1; 25,6,"		俄战略轰炸机绕日飞行示威, 美20架战机起飞应对, 气氛很紧张#UC头条#网页链接 ​		",国之风2010,//weibo.com/1763758011/G4gwljbhp?refer_flag=1001030103_
示威; 2018-02-22; 1; 25,7,#仓鼠老公公# 宝宝将近8个月了，之前在手上很乖的，但是最近好暴躁，在手上呆不住，超过一分钟，先是磨牙，然后开始咬我示威 ​		,熊妹子秋秋,//weibo.com/3729632774/G4gvWbMBg?refer_flag=1001030103_
示威; 2018-02-22; 1; 25,8,#言情小说推文##虐心小说推荐# <佳人不在何为妻>短篇虐文系列‼️ ‼️ 怀孕五个月，他带着小三去产检，小三示威，他维护着小三羞辱她。 当看到她和别的男人一起晚归，他要了她一次又一次。 “何为期，你就这么寂寞难忍吗？” “我只要一个名分都不可以吗？你给 ​			...展开全文c,老爷爷吃顶顶糕,//weibo.com/5448269190/G4gvf0Bne?refer_flag=1001030103_
示威; 2018-02-22; 1; 25,9,		乌克兰示威者“血洗”欧元!当地时间2014年2月3日，乌克兰基辅，乌克兰民主联盟成员及其他活动家在德意志银行前集会，要求这家银行停止与乌总统维克托·亚努科维奇家族之间的合作。 ​		,Dream孟玉玲,//weibo.com/6083069755/G4gqJvfyZ?refer_flag=1001030103_
示威; 2018-02-22; 1; 25,10,		【外媒：特朗普考虑将购枪最低年龄提至21岁】美国佛罗里达州，21号继续有大批民众示威，表达对佛州校园枪击案的不满，涉事高中的多名学生，要求州议员支持加强枪管。据美国新媒体Axios21号报道，特朗普向助手提及，不认为高中生应被允许购买枪支，表示会考虑将购买部分枪支的最低年龄提升至21岁，所涉 ​			...展开全文c,苏州新闻网,//weibo.com/1867085277/G4gjyvuMU?refer_flag=1001030103_
